ID,text,GENDER,AGE
ccfb4199a0c39b110275c2e5d719e111,(sponsored) Latest: Kung Fu Panda: Legends of Awesomeness #Review &amp; #Giveaway http://t.co/ruM8FvOkym #reviewkids,FEMALE,25-34
ddd9375eb64fa752ec5795f97ada50cc,Mortgage Foreclosure Is Debt Collection under FDCPA - http://t.co/oxQS0jhQSN http://t.co/IMgDBO9k2e,MALE,50-64
b1fb9c115485587e4fc3ac72aef2b118,"On a fun note, I'm learning how inferior Android Vine is... Good Lord, idk how you put up with it!!!",MALE,18-24
67149b7dd62abfec43bacd17afb1c71c,"Remember to check your email address is somewhere on your blog, otherwise others can't nominate you. We need email addresses this year",FEMALE,25-34
cac5a26aad4f9be61075fddab61b2bc4,Viendo... RT @Alltop What makes an employee happy [infographic] http://t.co/rBx24aVfD7,FEMALE,35-49
d15f51d73c27a2f0f897c7f8a44a8168,#7: http://t.co/ccsfbeI4ta (85% of posts read),MALE,35-49
e6818b7c171928daa79522a08106d7e8,At a party full of models. I'm eating a burger. #happy4th,FEMALE,18-24
ae06cc39c0396c461b6ee0230c1419cc,A firefly just got caught in my hair and struggled to get out. Maybe it's a sign that I need a trim...,MALE,25-34
ae17e085cb71413a8ce9843f88d3fed2,Small changes eventually add up to huge results. (via @2thank),FEMALE,35-49
6529ec09970785e6c34d663ef3e11355,At soe-hatt.. Im coming bangka !,MALE,25-34
9366b1247acb25bb21f40e7ea694b7b2,@Infinityindies @noticiashacker1 @roman_soft ya lo veo complicado :),MALE,35-49
7abf98c6151822a0fbed608b14f6887c,"@hootsuite: LinkedIn is the most popular social network for bosses, but its not the most commonly used social tool: http://t.co/LV5mdNVEXy",FEMALE,50-64
58d3c44e5215926336e051691a68a0f9,"@mobal interesting. do you sell to Canadian customers? don't expect I'd be able to test it up here, though.",MALE,35-49
d8b80ca39284ae5bdc07f38e8f9ae82d,Thanks @WARRIOR_FTBL for designing my fantasy football kit......... http://t.co/ncbJS6baWa,MALE,25-34
666d73877301ccb1b24fe70823562513,Its coming  http://t.co/mJgv2MmfV9,FEMALE,18-24
054ae1840184d9c5876cb3de5d13c7b3,Wonder how this approach compares to what Chen and Karger advocated in their SIGIR 2006 paper http://t.co/QkhsELsowF #sigir2013,MALE,35-49
ceefd2f3c96696ad321fea97bd94a930,"@zulahni Oh, honey. Don't force us to stage an intervention. Look at your life. Look at your choices. #sassygayfriend",MALE,35-49
10be300cc18fb4157cc460ebf0ff5a80,Who has every remix I've done in their music playlist?,MALE,25-34
a3abf94235cc11a3b2c2753790714c4e,When Technologists are Challenged by Technology http://t.co/LvasRRYVVE  -- WiFi challenges reduced today's conference tweet stream #ILTA13,FEMALE,35-49
fd35334b114cf4d1ddc57829c255b0bd,Checkpoint! Lunchtime! Time extended!,MALE,25-34
f7d8ae458eff12489df5d950117ef847,"Looking for #business books to read, check the suggestions at #SheOwnIt - You'll get mine + 21 others (in good co.) http://t.co/LJtZMKLUfH",FEMALE,35-49
756f1b5cf9786811a83130a3e14fddde,"How is tourism unethical? This web explain you how: ""Tourism concern. Action for Ethical Tourism"". http://t.co/NHIBUnqkQi",MALE,50-64
20c8b3685fc5c14db66a5e24736b1b66,"En dan verneem je plots dat je vermeld wordt - Journalists detained, attacked amid unrest in Egypt - http://t.co/gMl0g3rkcq",FEMALE,25-34
90c6e8169b4179044d7539455a149141,"Love, Loyalty and adventure.. Lost in the Mist of Time by Karen Michelle Nutt http://t.co/NORxehmHXd @amazon #kindle #timetravel #historical",FEMALE,50-64
202bdeec2765bff6eb0d815fd8a120ec,I know people here don't know how to handle rain...but really? http://t.co/8Z53IITJKZ,MALE,18-24
26a5a18a051e39f66f5b539213b53ab9,@alejandra_riba @Pasevlop @Brigi34 @AsunCarretero @MarG1710 @rtmara @javierpeces @Sindy_ro @amaialberdiola #FF back chic@s :-),FEMALE,35-49
a4044d734aa0f6b61df47fa2de3d5a8c,"Frances Grau (11.09.2013) on mass media, social media and hashtags #wcim1314 [es] http://t.co/l7F5KKBJ9k  via @fgrau",MALE,50-64
c7f633833deb7757b7d9ddf3d8fa3180,Nice try fire extinguisher.  Don't try to get out of your job. http://t.co/7KQr3otz0E,MALE,25-34
c9208885dae624a0d12aeba13c1e17f9,12 Most Winning Ways to Woo the Muse http://t.co/zW28kTQbrn,FEMALE,50-64
7b084b261fdcb58481d1cef12a46f0da,#hollister clients #hipster http://t.co/oJgcaaNZzl,FEMALE,25-34
0410b4ee12b50967136f180fff777399,"""Young people need to be able to communicate and socialize insights with each other."" @changeist: http://t.co/TnCpDpzoou",FEMALE,25-34
814858ed989f78f4aeea8beca30face8,Ow RT @PaulCarsten: @SCMP_News say Wahaha chairman Zong Qinghou was injured in attack last Friday. Tendons in arm cut apparently.,FEMALE,25-34
1b9c34b09e22e82fec16699fb14f2ad8,More great coverage of the #divestment campaign in CNN Money: http://t.co/C5x7onGWvg,MALE,25-34
d3d955da016663c391cd6fc52fba0c8a,"Do you want to optimise your app for #iOS7? Put a white background (or remove it completely), and sponge off your icons. There. You're done.",MALE,35-49
c9c047ae33d3d2db19aa24dfeeb49776,@lloydhollett Christmas comes early in your house!,MALE,25-34
4738796f60291f044124b54757b0cc1f,New Post. 8.000 followers. Qu? maporta twitter? http://t.co/ZFWLQNyPSw,FEMALE,35-49
de7ac994fbd96c24503aa86d9ce439f0,@Joan_Artes el chaval de treehouse que est? en la Sponsors Room. Se parece mucho su idea a la de VanOns.,MALE,25-34
7eb4fded0b399f6375b0d7f470363ea4,Honorary Guest @JustFabOnline http://t.co/ZPxe1l95Rb,FEMALE,35-49
272701df5d662e89706f57db8a7d5d25,"The 10 least wealthy members of Congress, from Roll Call http://t.co/pO7HBfAlkh They r not just least wealthy; they r broke 8 Ds, 2 Rs $$",MALE,50-64
ba1c1ed15c51edcb2b90800d99ec5f40,Come see our website! http://t.co/Zg75zO6oIn #IHCCSTEM,FEMALE,50-64
3e1d397a624df1500a0a1dd474f14017,"@misspennylilian Back off, groupie",MALE,25-34
f0b0fcea7caedc7fcc4443b7b7e22102,I'm glad you all enjoyed seeing us on the Tonight show tonight! Or at least the East coast folks at this point ;) thanks for the love!,MALE,25-34
ff969bb0d67a9ecb69a3485f53e676a4,"@StayPuft: Without them, you'd all be named Zuul. Thank Ghostbusters It's Friday. #TGIF Definitely.",FEMALE,50-64
0cba67cb650fb82820cec0fdb3d9414d,"#nowlistening Love, John Lennon http://t.co/nEgVHRTQ8i cc @JuanDiegoBotto",FEMALE,35-49
1211e6133c77d1a8eccb71afd229574b,@inesbajo @goroji jajjajja! Lo s?!  Gracias SF! :) a 20 min de ver a #Nuka! :),FEMALE,35-49
7bfd9b4735c229e35f886e86f49c7603,Sooooo many slutty cats knocking around last night,MALE,25-34
13027db7430bbcebbe3015eb2e9add8e,"Keys for doing business with Chinese suppliers 
http://t.co/7MQA9Br7UC",FEMALE,50-64
89013d8e1ded12e8068a49d8ce568da3,Spectrum con tarjeta ethernet #mih http://t.co/CPra226rBc,MALE,35-49
b7f951bc04a56c5f4c4fe8aed6c5b2b9,Desengrasante http://t.co/Tq2xieylB0,MALE,35-49
d429f404307903fa738dd1dd272ec00f,S/O to @WakaFlockabsm leader in the music industry! He is in the Billion Club!,MALE,35-49
10dfd3222d6abfbbb68f79c829102ea1,"@ThomFain too easy. that wasn't as fun as i had expected. hey, do you watch The League?",FEMALE,25-34
5dfa26ddf57fb958ed53325b20dbab00,The Dish http://t.co/adEFrmZbF4,FEMALE,35-49
33479bc8c4b5f6aef1c651587ea2baf7,Now @ploechinger talking about Das System Sachs #mdba http://t.co/V8mYSxbYJg #OffShoreLeaks,FEMALE,35-49
ba0268981bb269ddcf6df120299e7a04,Maldigo mis muelas del juicio. LAS MALDIGO!!!,MALE,18-24
6327dfcc165a7bd74694521f810a5f29,"For the last two weeks in November, all NBA games will be played with a partially-thawed turkey.",MALE,35-49
7d67bdc61b24ea651d4e7d8c3ffff423,Awesome idea -&gt; Coin  Use One Coin for All of Your Cards http://t.co/5CCMKmeIpg,MALE,25-34
8b4aa80592b9c56c00a0f2590db44832,I'm at the UVa-Navy basketball game courtside. Will be blogging tonight on AFP.... http://t.co/0aHJD16XOJ,MALE,35-49
721fc9560ca674fab4b195ffa2bdd22c,Youre using this conspiracy theory as an excuse to avoid sex with me: @NewYorker: The Humor in the J.F.K. Conspiracy http://t.co/yF82pmX0cD,FEMALE,35-49
c28a3cd0340791e3dee27addc32690c8,Long Run http://t.co/FcZAejUZn0,MALE,25-34
74bb3f7ce78cb11c05588a8394a2ec77,"Venga nenes, que hoy es s?bado! A TOPE JODER http://t.co/qLGDhQ8PDx",MALE,25-34
d455eab08438d594c5a6a9f4d6aea9f2,"Hey folks! If you already downloaded my free Healthy Holiday Recipes eBook, I've updated a few pages with some... http://t.co/92at8VAplX",FEMALE,35-49
802fd0a0a80a4df0ac4aff53c20c6f88,Colorado State volleyball moves up to No. 9 in this week's AVCA Coaches Poll. Rams are undefeated.,MALE,25-34
fa16b7ab84bf1e9b06041648e1591a47,@GIZEH75 @TerrySullivan Thank you Emmanuelle!,FEMALE,50-64
812d84a7d985684b63a84cf8ab0c63b9,197th @1Mby1M Roundtable FREE on Dec 05 11 AM EST : http://t.co/qWTTljxPEY,FEMALE,35-49
400409642e5317a17dbb8af561aa130a,@sgenric1972 ??!! qu? nervios,FEMALE,35-49
02e6b395fcce942ed7522b7c76bcfecd,"""@UxioMalvido: ""What Does the New #HR Organization Look Like? A Talent Machine"" / http://t.co/GUa21eZNNb / via @PsicosoftRedes""",FEMALE,35-49
c1637fb45072541a44a06e8e10356a84,Ron Burgendy covered Canadian curling on TV. Every single talking head seat is for sale to advertisers for the right price.,FEMALE,35-49
500ccceea32e67d8d11f7d3d495e2c07,I received a miracle of forgiveness today. A weight I had carried in my heart for 18 years has been lifted.,FEMALE,25-34
a6e54f61d8539a64d78c5e98f8fc5206,All about Thelma: http://t.co/6iDKe92oyk,FEMALE,65-xx
0813c1fdd58ac900edc4497eb0bb17f6,"My Tweet got quoted &gt;: The Twitterati on the Roxas-Romualdez video, Meralcos price hike, Justin Bieber in Tacloban http://t.co/K3MUGKJv24",FEMALE,50-64
3c4058cb538e012afb806707060dd280,@TwoThirdsHazel ME TOO!!! It makes me so sad that he has to find a new home for his pup. :(,FEMALE,25-34
a4437daaf3f9a041470688a4bc0ec1a2,@archaeologyman You have the internet so it can't be all bad ;-) Merry Christmas!,FEMALE,35-49
1a25b86381e9fe4fc0f39ff3d2ca7dac,? I'm a Fool to Want You  Billie Holliday http://t.co/g7O4svrfVe #NowPlaying,FEMALE,50-64
